SEAM slot,SEAM pin,Signal ID,Pigtail slot,Pigtail pin,GBTx ID,Conn to PT,DCB slot,DCB pin,Conn to other DCBs
2,E38,GND,,,,False,,,False
2,E41,GND,,,,False,,,False
2,E42,GND,,,,False,,,False
2,E45,GND,,,,False,,,False
2,E46,GND,,,,False,,,False
2,F3,GND,,,,False,,,False
2,F4,GND,,,,False,,,False
2,F7,GND,,,,False,,,False
2,F8,GND,,,,False,,,False
2,F11,GND,,,,False,,,False
2,F12,GND,,,,False,,,False
2,F15,GND,,,,False,,,False
2,F16,GND,,,,False,,,False
2,F19,GND,,,,False,,,False
2,F20,GND,,,,False,,,False
2,F23,GND,,,,False,,,False
2,F24,GND,,,,False,,,False
2,F27,GND,,,,False,,,False
2,F28,GND,,,,False,,,False
2,F31,GND,,,,False,,,False
2,F32,GND,,,,False,,,False
2,F35,GND,,,,False,,,False
2,F36,GND,,,,False,,,False
2,F39,GND,,,,False,,,False
2,F40,GND,,,,False,,,False
2,F43,GND,,,,False,,,False
2,F44,GND,,,,False,,,False
2,F47,GND,,,,False,,,False
2,F48,GND,,,,False,,,False
2,H28,GND,,,,False,,,False
2,H31,GND,,,,False,,,False
2,H32,GND,,,,False,,,False
2,H35,GND,,,,False,,,False
2,H36,GND,,,,False,,,False
2,H43,GND,,,,False,,,False
2,H44,GND,,,,False,,,False
2,H47,GND,,,,False,,,False
2,H48,GND,,,,False,,,False
2,G19,MC_SEC_CLK_ELK_N,,,,False,3,G23,True
2,G20,MC_SEC_CLK_ELK_P,,,,False,3,G24,True
2,G11,MC_SEC_DIN_ELK_N,,,,False,3,G15,True
2,G12,MC_SEC_DIN_ELK_P,,,,False,3,G16,True
2,G3,MC_SEC_DOUT_ELK_N,,,,False,3,G7,True
2,G4,MC_SEC_DOUT_ELK_P,,,,False,3,G8,True
2,B1,MC_TFC0_N,,,,False,,,False
2,B2,MC_TFC0_P,,,,False,,,False
2,F1,MC_TFC1_N,1,G39,None,True,,,False
2,F2,MC_TFC1_P,1,H39,None,True,,,False
2,H1,MC_TFC2_N,,,,False,,,False
2,H2,MC_TFC2_P,,,,False,,,False
2,H5,MC_TFC3_N,1,I04,None,True,,,False
2,H6,MC_TFC3_P,1,J04,None,True,,,False
2,H29,MC_TFC4_N,,,,False,,,False
2,H30,MC_TFC4_P,,,,False,,,False
2,H33,MC_TFC5_N,0,I04,None,True,,,False
2,H34,MC_TFC5_P,0,J04,None,True,,,False
4,A1,1.5V,,,,False,,,False
4,A2,1.5V,,,,False,,,False
4,A5,1.5V,,,,False,,,False
4,A6,1.5V,,,,False,,,False
4,A9,1.5V,,,,False,,,False
4,A10,1.5V,,,,False,,,False
4,A13,1.5V,,,,False,,,False
4,A14,1.5V,,,,False,,,False
4,A17,1.5V,,,,False,,,False
4,A18,1.5V,,,,False,,,False
4,A21,1.5V,,,,False,,,False
4,A22,1.5V,,,,False,,,False
4,A25,1.5V,,,,False,,,False
4,A26,1.5V,,,,False,,,False
4,A29,1.5V,,,,False,,,False
4,A30,1.5V,,,,False,,,False
4,A33,1.5V,,,,False,,,False
4,A34,1.5V,,,,False,,,False
4,A37,1.5V,,,,False,,,False
4,A38,1.5V,,,,False,,,False
4,A41,1.5V,,,,False,,,False
4,A42,1.5V,,,,False,,,False
4,A45,1.5V,,,,False,,,False
4,A46,1.5V,,,,False,,,False
4,A49,1.5V,,,,False,,,False
4,A50,1.5V,,,,False,,,False
4,C50,1V5_SENSE_NEG,,,,False,,,False
4,C49,1V5_SENSE_POS,,,,False,,,False
4,G1,2.5V,,,,False,,,False
4,G2,2.5V,,,,False,,,False
4,G5,2.5V,,,,False,,,False
4,G6,2.5V,,,,False,,,False
4,G9,2.5V,,,,False,,,False
4,G10,2.5V,,,,False,,,False
4,G13,2.5V,,,,False,,,False
4,G14,2.5V,,,,False,,,False
4,G17,2.5V,,,,False,,,False
4,G18,2.5V,,,,False,,,False
4,G21,2.5V,,,,False,,,False
4,G22,2.5V,,,,False,,,False
4,G25,2.5V,,,,False,,,False
4,G26,2.5V,,,,False,,,False
4,G29,2.5V,,,,False,,,False
4,G30,2.5V,,,,False,,,False
4,G33,2.5V,,,,False,,,False
4,G34,2.5V,,,,False,,,False
4,G37,2.5V,,,,False,,,False
4,G38,2.5V,,,,False,,,False
4,G41,2.5V,,,,False,,,False
4,G42,2.5V,,,,False,,,False
4,G45,2.5V,,,,False,,,False
4,G46,2.5V,,,,False,,,False
4,G49,2.5V,,,,False,,,False
4,G50,2.5V,,,,False,,,False
4,H39,AGND,,,,False,,,False
4,H40,AGND,0,A05,None,True,,,False
4,H40,AGND,0,E14,None,True,,,False
4,H40,AGND,0,B24,None,True,,,False
4,H40,AGND,1,B24,None,True,,,False
4,E2,B1,,,,False,,,False
4,E50,B3,,,,False,,,False
4,G35,DC_OUT_RCLK0_N,5,H13,None,True,,,False
4,G36,DC_OUT_RCLK0_P,5,G13,None,True,,,False
4,G39,DC_OUT_RCLK1_N,1,D26,None,True,,,False
4,G40,DC_OUT_RCLK1_P,1,E26,None,True,,,False
4,G43,DC_OUT_RCLK2_N,1,D13,None,True,,,False
4,G44,DC_OUT_RCLK2_P,1,E13,None,True,,,False
4,G47,DC_OUT_RCLK3_N,0,D26,None,True,,,False
4,G48,DC_OUT_RCLK3_P,0,E26,None,True,,,False
4,G27,DC_OUT_RCLK4_N,0,D13,None,True,,,False
4,G28,DC_OUT_RCLK4_P,0,E13,None,True,,,False
4,G31,DC_OUT_RCLK5_N,0,C05,None,True,,,False
4,G32,DC_OUT_RCLK5_P,0,D05,None,True,,,False
4,A43,DC0_ELK_CH0_N,0,B19,04 - 1,True,,,False
4,A44,DC0_ELK_CH0_P,0,B20,04 - 1,True,,,False
4,A47,DC0_ELK_CH1_N,0,D19,04 - 1,True,,,False
4,A48,DC0_ELK_CH1_P,0,C19,04 - 1,True,,,False
4,F45,DC0_ELK_CH10_N,0,A13,04 - 1,True,,,False
4,F46,DC0_ELK_CH10_P,0,A12,04 - 1,True,,,False
4,F49,DC0_ELK_CH11_N,0,A15,04 - 1,True,,,False
4,F50,DC0_ELK_CH11_P,0,A14,04 - 1,True,,,False
4,B45,DC0_ELK_CH2_N,0,D20,04 - 1,True,,,False
4,B46,DC0_ELK_CH2_P,0,C20,04 - 1,True,,,False
4,B49,DC0_ELK_CH3_N,0,F18,04 - 1,True,,,False
4,B50,DC0_ELK_CH3_P,0,E18,04 - 1,True,,,False
4,C43,DC0_ELK_CH4_N,0,D21,04 - 1,True,,,False
4,C44,DC0_ELK_CH4_P,0,C21,04 - 1,True,,,False
4,C47,DC0_ELK_CH5_N,0,D22,04 - 1,True,,,False
4,C48,DC0_ELK_CH5_P,0,C22,04 - 1,True,,,False
4,D45,DC0_ELK_CH6_N,0,B12,04 - 1,True,,,False
4,D46,DC0_ELK_CH6_P,0,C12,04 - 1,True,,,False
4,D49,DC0_ELK_CH7_N,0,B13,04 - 1,True,,,False
4,D50,DC0_ELK_CH7_P,0,C13,04 - 1,True,,,False
4,E43,DC0_ELK_CH8_N,0,D12,04 - 1,True,,,False
4,E44,DC0_ELK_CH8_P,0,E12,04 - 1,True,,,False
4,E47,DC0_ELK_CH9_N,0,B14,04 - 1,True,,,False
4,E48,DC0_ELK_CH9_P,0,C14,04 - 1,True,,,False
4,A35,DC1_ELK_CH0_N,0,B32,04 - 2,True,,,False
4,A36,DC1_ELK_CH0_P,0,A32,04 - 2,True,,,False
4,A39,DC1_ELK_CH1_N,0,B33,04 - 2,True,,,False
4,A40,DC1_ELK_CH1_P,0,A33,04 - 2,True,,,False
4,F37,DC1_ELK_CH10_N,0,B25,04 - 2,True,,,False
4,F38,DC1_ELK_CH10_P,0,C25,04 - 2,True,,,False
4,F41,DC1_ELK_CH11_N,0,B26,04 - 2,True,,,False
4,F42,DC1_ELK_CH11_P,0,C26,04 - 2,True,,,False
4,B37,DC1_ELK_CH2_N,0,B34,04 - 2,True,,,False
4,B38,DC1_ELK_CH2_P,0,A34,04 - 2,True,,,False
4,B41,DC1_ELK_CH3_N,0,D33,04 - 2,True,,,False
4,B42,DC1_ELK_CH3_P,0,D32,04 - 2,True,,,False
4,C35,DC1_ELK_CH4_N,0,C31,04 - 2,True,,,False
4,C36,DC1_ELK_CH4_P,0,C30,04 - 2,True,,,False
4,C39,DC1_ELK_CH5_N,0,C32,04 - 2,True,,,False
4,C40,DC1_ELK_CH5_P,0,C33,04 - 2,True,,,False
4,D37,DC1_ELK_CH6_N,0,D23,04 - 2,True,,,False
4,D38,DC1_ELK_CH6_P,0,E23,04 - 2,True,,,False
4,D41,DC1_ELK_CH7_N,0,D24,04 - 2,True,,,False
4,D42,DC1_ELK_CH7_P,0,E24,04 - 2,True,,,False
4,E35,DC1_ELK_CH8_N,0,D25,04 - 2,True,,,False
4,E36,DC1_ELK_CH8_P,0,E25,04 - 2,True,,,False
4,E39,DC1_ELK_CH9_N,0,B23,04 - 2,True,,,False
4,E40,DC1_ELK_CH9_P,0,C23,04 - 2,True,,,False
4,A27,DC2_ELK_CH0_N,1,B19,04 - 3,True,,,False
4,A28,DC2_ELK_CH0_P,1,B20,04 - 3,True,,,False
4,A31,DC2_ELK_CH1_N,1,D19,04 - 3,True,,,False
4,A32,DC2_ELK_CH1_P,1,C19,04 - 3,True,,,False
4,F29,DC2_ELK_CH10_N,1,A13,04 - 3,True,,,False
4,F30,DC2_ELK_CH10_P,1,A12,04 - 3,True,,,False
4,F33,DC2_ELK_CH11_N,1,A15,04 - 3,True,,,False
4,F34,DC2_ELK_CH11_P,1,A14,04 - 3,True,,,False
4,B29,DC2_ELK_CH2_N,1,D20,04 - 3,True,,,False
4,B30,DC2_ELK_CH2_P,1,C20,04 - 3,True,,,False
4,B33,DC2_ELK_CH3_N,1,F18,04 - 3,True,,,False
4,B34,DC2_ELK_CH3_P,1,E18,04 - 3,True,,,False
4,C27,DC2_ELK_CH4_N,1,D21,04 - 3,True,,,False
4,C28,DC2_ELK_CH4_P,1,C21,04 - 3,True,,,False
4,C31,DC2_ELK_CH5_N,1,D22,04 - 3,True,,,False
4,C32,DC2_ELK_CH5_P,1,C22,04 - 3,True,,,False
4,D29,DC2_ELK_CH6_N,1,B12,04 - 3,True,,,False
4,D30,DC2_ELK_CH6_P,1,C12,04 - 3,True,,,False
4,D33,DC2_ELK_CH7_N,1,B13,04 - 3,True,,,False
4,D34,DC2_ELK_CH7_P,1,C13,04 - 3,True,,,False
4,E27,DC2_ELK_CH8_N,1,D12,04 - 3,True,,,False
4,E28,DC2_ELK_CH8_P,1,E12,04 - 3,True,,,False
4,E31,DC2_ELK_CH9_N,1,B14,04 - 3,True,,,False
4,E32,DC2_ELK_CH9_P,1,C14,04 - 3,True,,,False
4,A19,DC3_ELK_CH0_N,1,B32,04 - 4,True,,,False
4,A20,DC3_ELK_CH0_P,1,A32,04 - 4,True,,,False
4,A23,DC3_ELK_CH1_N,1,B33,04 - 4,True,,,False
4,A24,DC3_ELK_CH1_P,1,A33,04 - 4,True,,,False
4,F21,DC3_ELK_CH10_N,1,B25,04 - 4,True,,,False
4,F22,DC3_ELK_CH10_P,1,C25,04 - 4,True,,,False
4,F25,DC3_ELK_CH11_N,1,B26,04 - 4,True,,,False
4,F26,DC3_ELK_CH11_P,1,C26,04 - 4,True,,,False
4,B21,DC3_ELK_CH2_N,1,B34,04 - 4,True,,,False
4,B22,DC3_ELK_CH2_P,1,A34,04 - 4,True,,,False
4,B25,DC3_ELK_CH3_N,1,D33,04 - 4,True,,,False
4,B26,DC3_ELK_CH3_P,1,D32,04 - 4,True,,,False
4,C19,DC3_ELK_CH4_N,1,C31,04 - 4,True,,,False
4,C20,DC3_ELK_CH4_P,1,C30,04 - 4,True,,,False
4,C23,DC3_ELK_CH5_N,1,C32,04 - 4,True,,,False
4,C24,DC3_ELK_CH5_P,1,C33,04 - 4,True,,,False
4,D21,DC3_ELK_CH6_N,1,D23,04 - 4,True,,,False
4,D22,DC3_ELK_CH6_P,1,E23,04 - 4,True,,,False
4,D25,DC3_ELK_CH7_N,1,D24,04 - 4,True,,,False
4,D26,DC3_ELK_CH7_P,1,E24,04 - 4,True,,,False
4,E19,DC3_ELK_CH8_N,1,D25,04 - 4,True,,,False
4,E20,DC3_ELK_CH8_P,1,E25,04 - 4,True,,,False
4,E23,DC3_ELK_CH9_N,1,B23,04 - 4,True,,,False
4,E24,DC3_ELK_CH9_P,1,C23,04 - 4,True,,,False
4,A11,DC4_ELK_CH0_N,5,J01,04 - 5,True,,,False
4,A12,DC4_ELK_CH0_P,5,I01,04 - 5,True,,,False
4,A15,DC4_ELK_CH1_N,5,H02,04 - 5,True,,,False
4,A16,DC4_ELK_CH1_P,5,H01,04 - 5,True,,,False
4,F13,DC4_ELK_CH10_N,5,I14,04 - 5,True,,,False
4,F14,DC4_ELK_CH10_P,5,J14,04 - 5,True,,,False
4,F17,DC4_ELK_CH11_N,5,I13,04 - 5,True,,,False
4,F18,DC4_ELK_CH11_P,5,J13,04 - 5,True,,,False
4,B13,DC4_ELK_CH2_N,5,G04,04 - 5,True,,,False
4,B14,DC4_ELK_CH2_P,5,G03,04 - 5,True,,,False
4,B17,DC4_ELK_CH3_N,5,I05,04 - 5,True,,,False
4,B18,DC4_ELK_CH3_P,5,J05,04 - 5,True,,,False
4,C11,DC4_ELK_CH4_N,5,H03,04 - 5,True,,,False
4,C12,DC4_ELK_CH4_P,5,H04,04 - 5,True,,,False
4,C15,DC4_ELK_CH5_N,5,J06,04 - 5,True,,,False
4,C16,DC4_ELK_CH5_P,5,I06,04 - 5,True,,,False
4,D13,DC4_ELK_CH6_N,5,H17,04 - 5,True,,,False
4,D14,DC4_ELK_CH6_P,5,G17,04 - 5,True,,,False
4,D17,DC4_ELK_CH7_N,5,H15,04 - 5,True,,,False
4,D18,DC4_ELK_CH7_P,5,G15,04 - 5,True,,,False
4,E11,DC4_ELK_CH8_N,5,H12,04 - 5,True,,,False
4,E12,DC4_ELK_CH8_P,5,G12,04 - 5,True,,,False
4,E15,DC4_ELK_CH9_N,5,H14,04 - 5,True,,,False
4,E16,DC4_ELK_CH9_P,5,G14,04 - 5,True,,,False
4,A3,DC5_ELK_CH0_N,0,A11,04 - 6,True,,,False
4,A4,DC5_ELK_CH0_P,0,B11,04 - 6,True,,,False
4,A7,DC5_ELK_CH1_N,0,C11,04 - 6,True,,,False
4,A8,DC5_ELK_CH1_P,0,D11,04 - 6,True,,,False
4,F5,DC5_ELK_CH10_N,0,A03,04 - 6,True,,,False
4,F6,DC5_ELK_CH10_P,0,B03,04 - 6,True,,,False
4,F9,DC5_ELK_CH11_N,0,A04,04 - 6,True,,,False
4,F10,DC5_ELK_CH11_P,0,B04,04 - 6,True,,,False
4,B5,DC5_ELK_CH2_N,0,C10,04 - 6,True,,,False
4,B6,DC5_ELK_CH2_P,0,D10,04 - 6,True,,,False
4,B9,DC5_ELK_CH3_N,0,D08,04 - 6,True,,,False
4,B10,DC5_ELK_CH3_P,0,C08,04 - 6,True,,,False
4,C3,DC5_ELK_CH4_N,0,F08,04 - 6,True,,,False
4,C4,DC5_ELK_CH4_P,0,E08,04 - 6,True,,,False
4,C7,DC5_ELK_CH5_N,0,F09,04 - 6,True,,,False
4,C8,DC5_ELK_CH5_P,0,E09,04 - 6,True,,,False
4,D5,DC5_ELK_CH6_N,0,C02,04 - 6,True,,,False
4,D6,DC5_ELK_CH6_P,0,C01,04 - 6,True,,,False
4,D9,DC5_ELK_CH7_N,0,D02,04 - 6,True,,,False
4,D10,DC5_ELK_CH7_P,0,D01,04 - 6,True,,,False
4,E3,DC5_ELK_CH8_N,0,D03,04 - 6,True,,,False
4,E4,DC5_ELK_CH8_P,0,D04,04 - 6,True,,,False
4,E7,DC5_ELK_CH9_N,0,A02,04 - 6,True,,,False
4,E8,DC5_ELK_CH9_P,0,B02,04 - 6,True,,,False
4,H37,EC_ADC_2,5,J12,None,True,,,False
4,H38,EC_ADC_3,1,C24,None,True,,,False
4,H41,EC_ADC_4,1,D14,None,True,,,False
4,H42,EC_ADC_5,0,C24,None,True,,,False
4,H45,EC_ADC_6,0,D14,None,True,,,False
4,H46,EC_ADC_7,0,B05,None,True,,,False
4,D1,EC_ADC_REF13,,,,False,,,False
4,D2,EC_ADC_REF14,,,,False,,,False
4,E1,EC_ADC_REF15,,,,False,,,False
4,H9,EC_HYB_i2C_SCL_0,5,H08,None,True,,,False
4,H13,EC_HYB_i2C_SCL_1,1,D28,None,True,,,False
4,H17,EC_HYB_i2C_SCL_2,1,A17,None,True,,,False
4,H21,EC_HYB_i2C_SCL_3,0,D28,None,True,,,False
4,H25,EC_HYB_i2C_SCL_4,0,A17,None,True,,,False
4,H49,EC_HYB_i2C_SCL_5,0,A07,None,True,,,False
4,H10,EC_HYB_i2C_SDA_0,5,I09,None,True,,,False
4,H14,EC_HYB_i2C_SDA_1,1,C28,None,True,,,False
4,H18,EC_HYB_i2C_SDA_2,1,C17,None,True,,,False
4,H22,EC_HYB_i2C_SDA_3,0,C28,None,True,,,False
4,H26,EC_HYB_i2C_SDA_4,0,C17,None,True,,,False
4,H50,EC_HYB_i2C_SDA_5,0,B08,None,True,,,False
4,C1,EC_RESET_GPIO_0,5,I03,None,True,,,False
4,H27,EC_RESET_GPIO_1,1,A31,None,True,,,False
4,H11,EC_RESET_GPIO_2,1,B21,None,True,,,False
4,H15,EC_RESET_GPIO_3,0,A31,None,True,,,False
4,H19,EC_RESET_GPIO_4,0,B21,None,True,,,False
4,H23,EC_RESET_GPIO_5,0,A10,None,True,,,False
4,G23,EC_SEC_CLK_ELK_N,,,,False,1,G19,True
4,G24,EC_SEC_CLK_ELK_P,,,,False,1,G20,True
4,G15,EC_SEC_DIN_ELK_N,,,,False,1,G11,True
4,G16,EC_SEC_DIN_ELK_P,,,,False,1,G12,True
4,G7,EC_SEC_DOUT_ELK_N,,,,False,1,G3,True
4,G8,EC_SEC_DOUT_ELK_P,,,,False,1,G4,True
4,C2,GND,,,,False,,,False
4,E49,GND,,,,False,,,False
4,H3,GND,,,,False,,,False
4,H4,GND,,,,False,,,False
4,H7,GND,,,,False,,,False
4,H8,GND,,,,False,,,False
4,H12,GND,,,,False,,,False
4,H16,GND,,,,False,,,False
4,H20,GND,,,,False,,,False
4,H24,GND,,,,False,,,False
4,B3,GND,,,,False,,,False
4,B4,GND,,,,False,,,False
4,B7,GND,,,,False,,,False
4,B8,GND,,,,False,,,False
4,B11,GND,,,,False,,,False
4,B12,GND,,,,False,,,False
4,B15,GND,,,,False,,,False
4,B16,GND,,,,False,,,False
4,B19,GND,,,,False,,,False
4,B20,GND,,,,False,,,False
4,B23,GND,,,,False,,,False
4,B24,GND,,,,False,,,False
4,B27,GND,,,,False,,,False
4,B28,GND,,,,False,,,False
4,B31,GND,,,,False,,,False
4,B32,GND,,,,False,,,False
4,B35,GND,,,,False,,,False
4,B36,GND,,,,False,,,False
4,B39,GND,,,,False,,,False
4,B40,GND,,,,False,,,False
4,B43,GND,,,,False,,,False
4,B44,GND,,,,False,,,False
4,B47,GND,,,,False,,,False
4,B48,GND,,,,False,,,False
4,C5,GND,,,,False,,,False
4,C6,GND,,,,False,,,False
4,C9,GND,,,,False,,,False
4,C10,GND,,,,False,,,False
4,C13,GND,,,,False,,,False
4,C14,GND,,,,False,,,False
4,C17,GND,,,,False,,,False
4,C18,GND,,,,False,,,False
4,C21,GND,,,,False,,,False
4,C22,GND,,,,False,,,False
4,C25,GND,,,,False,,,False
4,C26,GND,,,,False,,,False
4,C29,GND,,,,False,,,False
4,C30,GND,,,,False,,,False
4,C33,GND,,,,False,,,False
4,C34,GND,,,,False,,,False
4,C37,GND,,,,False,,,False
4,C38,GND,,,,False,,,False
4,C41,GND,,,,False,,,False
4,C42,GND,,,,False,,,False
4,C45,GND,,,,False,,,False
4,C46,GND,,,,False,,,False
4,D3,GND,,,,False,,,False
4,D4,GND,,,,False,,,False
4,D7,GND,,,,False,,,False
4,D8,GND,,,,False,,,False
4,D11,GND,,,,False,,,False
4,D12,GND,,,,False,,,False
4,D15,GND,,,,False,,,False
4,D16,GND,,,,False,,,False
4,D19,GND,,,,False,,,False
4,D20,GND,,,,False,,,False
4,D23,GND,,,,False,,,False
4,D24,GND,,,,False,,,False
4,D27,GND,,,,False,,,False
4,D28,GND,,,,False,,,False
4,D31,GND,,,,False,,,False
4,D32,GND,,,,False,,,False
4,D35,GND,,,,False,,,False
4,D36,GND,,,,False,,,False
4,D39,GND,,,,False,,,False
4,D40,GND,,,,False,,,False
4,D43,GND,,,,False,,,False
4,D44,GND,,,,False,,,False
4,D47,GND,,,,False,,,False
4,D48,GND,,,,False,,,False
4,E5,GND,,,,False,,,False
4,E6,GND,,,,False,,,False
4,E9,GND,,,,False,,,False
4,E10,GND,,,,False,,,False
4,E13,GND,,,,False,,,False
4,E14,GND,,,,False,,,False
4,E17,GND,,,,False,,,False
4,E18,GND,,,,False,,,False
4,E21,GND,,,,False,,,False
4,E22,GND,,,,False,,,False
4,E25,GND,,,,False,,,False
4,E26,GND,,,,False,,,False
4,E29,GND,,,,False,,,False
4,E30,GND,,,,False,,,False
4,E33,GND,,,,False,,,False
4,E34,GND,,,,False,,,False
4,E37,GND,,,,False,,,False
4,E38,GND,,,,False,,,False
4,E41,GND,,,,False,,,False
4,E42,GND,,,,False,,,False
4,E45,GND,,,,False,,,False
4,E46,GND,,,,False,,,False
4,F3,GND,,,,False,,,False
4,F4,GND,,,,False,,,False
4,F7,GND,,,,False,,,False
4,F8,GND,,,,False,,,False
4,F11,GND,,,,False,,,False
4,F12,GND,,,,False,,,False
4,F15,GND,,,,False,,,False
4,F16,GND,,,,False,,,False
4,F19,GND,,,,False,,,False
4,F20,GND,,,,False,,,False
4,F23,GND,,,,False,,,False
4,F24,GND,,,,False,,,False
4,F27,GND,,,,False,,,False
4,F28,GND,,,,False,,,False
4,F31,GND,,,,False,,,False
4,F32,GND,,,,False,,,False
4,F35,GND,,,,False,,,False
4,F36,GND,,,,False,,,False
4,F39,GND,,,,False,,,False
4,F40,GND,,,,False,,,False
4,F43,GND,,,,False,,,False
4,F44,GND,,,,False,,,False
4,F47,GND,,,,False,,,False
4,F48,GND,,,,False,,,False
4,H28,GND,,,,False,,,False
4,H31,GND,,,,False,,,False
4,H32,GND,,,,False,,,False
4,H35,GND,,,,False,,,False
4,H36,GND,,,,False,,,False
4,H43,GND,,,,False,,,False
4,H44,GND,,,,False,,,False
4,H47,GND,,,,False,,,False
4,H48,GND,,,,False,,,False
4,G19,MC_SEC_CLK_ELK_N,,,,False,5,G23,True
4,G20,MC_SEC_CLK_ELK_P,,,,False,5,G24,True
4,G11,MC_SEC_DIN_ELK_N,,,,False,5,G15,True
4,G12,MC_SEC_DIN_ELK_P,,,,False,5,G16,True
4,G3,MC_SEC_DOUT_ELK_N,,,,False,5,G7,True
4,G4,MC_SEC_DOUT_ELK_P,,,,False,5,G8,True
4,B1,MC_TFC0_N,5,I04,None,True,,,False
4,B2,MC_TFC0_P,5,J04,None,True,,,False
4,F1,MC_TFC1_N,1,D31,None,True,,,False
4,F2,MC_TFC1_P,1,D30,None,True,,,False
4,H1,MC_TFC2_N,1,D18,None,True,,,False
4,H2,MC_TFC2_P,1,C18,None,True,,,False
4,H5,MC_TFC3_N,0,D31,None,True,,,False
4,H6,MC_TFC3_P,0,D30,None,True,,,False
4,H29,MC_TFC4_N,0,D18,None,True,,,False
4,H30,MC_TFC4_P,0,C18,None,True,,,False
4,H33,MC_TFC5_N,0,A09,None,True,,,False
4,H34,MC_TFC5_P,0,B09,None,True,,,False
